age,income,city,department,education,years_experience,projects_last_year,avg_weekly_hours,overtime_hours,cert_count,remote_ratio,satisfaction,manager_score,late_days,customer_tickets,acquisition_channel,target_label
35,90713,Beijing,Product,硕士,6,4,46,7,4,60,3.07,3.64,0,9,Referral,A
44,89862,Shenzhen,Tech,本科,5,4,41,8,1,40,4.0,3.01,4,16,Online,A
52,83292,Guangzhou,Sales,本科,11,5,46,7,4,0,2.11,2.62,1,10,Online,A
28,63387,Guangzhou,Sales,本科,13,2,48,2,1,60,3.87,,4,16,Referral,B
31,86410,Hangzhou,Finance,硕士,7,5,43,0,3,40,3.9,3.29,1,15,Referral,A
36,61524,Shenzhen,Sales,本科,1,4,51,8,1,0,4.11,3.5,1,16,Ad,B
55,90274,Beijing,Tech,本科,1,5,48,0,4,40,3.62,2.67,6,13,Event,B
46,75948,Guangzhou,Tech,本科,4,1,53,10,0,20,2.83,3.06,1,10,Ad,D
29,69126,Hangzhou,Finance,本科,9,2,40,7,0,80,4.76,3.74,3,20,Partner,B
51,108065,Shanghai,Tech,本科,9,6,45,6,2,20,4.02,3.62,1,20,Partner,A
57,92202,Shanghai,HR,硕士,10,1,56,7,1,0,2.59,3.96,3,20,Referral,B
53,86840,Hangzhou,Support,硕士,12,2,45,8,1,80,4.92,3.83,1,17,Ad,A
57,71435,Guangzhou,HR,本科,5,10,40,4,2,40,2.95,3.68,3,17,Partner,A
53,99715,Shenzhen,Tech,本科,11,5,42,8,0,100,4.12,3.81,6,23,Partner,A
54,87483,Shenzhen,HR,本科,10,,39,0,2,40,2.76,4.58,0,0,Online,A
58,95113,Shanghai,Sales,本科,0,5,49,6,4,100,2.66,3.8,2,11,Partner,A
26,78020,Guangzhou,Product,本科,13,3,46,0,2,80,2.45,2.85,2,12,Ad,A
53,97967,Hangzhou,Support,本科,16,,30,1,2,60,2.96,3.05,3,10,Ad,A
26,54032,Shanghai,Support,高中,5,2,43,12,2,20,3.55,4.08,3,9,Online,B
39,77602,Hangzhou,Sales,本科,9,5,41,6,0,20,2.52,3.53,0,11,Partner,A
42,89755,Beijing,Tech,高中,15,8,58,11,1,20,4.17,2.87,0,0,Referral,A
22,87661,Beijing,Sales,硕士,11,4,40,3,2,0,3.43,4.03,0,12,Online,A
21,61809,Beijing,Sales,高中,12,5,40,6,0,0,2.91,2.94,1,7,Partner,B
31,69923,Shenzhen,HR,本科,9,7,49,0,0,60,3.77,3.14,2,26,Partner,A
46,91977,Guangzhou,Sales,硕士,10,4,54,8,0,40,3.11,3.47,4,8,Ad,B
33,94053,Beijing,Product,本科,11,7,45,4,1,60,3.69,,2,23,Online,A
46,77853,Guangzhou,Support,博士,7,1,46,5,2,100,2.05,4.42,5,8,Referral,C
21,51494,Chengdu,Finance,硕士,2,5,50,7,0,100,3.38,3.35,1,8,Ad,B
37,93404,Shanghai,Sales,博士,8,1,42,6,1,60,4.05,3.06,5,17,Event,B
33,74249,Hangzhou,Sales,硕士,2,8,39,8,3,80,3.83,2.88,3,22,Referral,A
28,77048,Hangzhou,Sales,硕士,7,1,46,7,1,60,2.51,4.56,3,7,Event,B
53,110491,Beijing,Product,硕士,9,4,52,3,2,40,2.53,2.88,4,1,Ad,A
35,68677,Chengdu,Sales,本科,5,5,36,4,2,100,3.87,2.33,2,24,Event,A
36,72275,Shenzhen,HR,本科,6,7,49,7,4,80,3.51,3.02,5,11,Event,B
24,87343,Beijing,Finance,硕士,8,5,38,0,1,60,2.94,3.12,3,24,Referral,A
58,100951,Chengdu,Product,硕士,5,2,40,5,4,40,3.63,4.95,1,12,Referral,A
31,84531,Shanghai,Product,硕士,6,1,63,5,2,100,3.86,3.79,3,10,Ad,B
28,60524,Beijing,HR,高中,8,6,57,7,2,0,3.85,3.48,3,9,Partner,A
55,84705,Guangzhou,Support,本科,13,8,51,9,1,40,3.53,3.62,2,5,Event,A
36,93346,Shenzhen,Support,硕士,8,5,49,9,4,60,3.58,3.88,3,10,Online,A
53,89437,Guangzhou,Product,本科,9,9,42,0,4,100,3.84,3.64,0,24,Partner,A
27,84359,Shanghai,Sales,硕士,4,8,45,5,1,20,2.61,2.85,2,16,Event,B
47,97654,Hangzhou,Tech,本科,8,4,30,7,3,20,4.96,2.83,2,9,Online,B
33,70381,Beijing,HR,本科,11,6,35,0,0,0,5.0,3.26,4,26,Partner,A
33,75206,Chengdu,Support,博士,12,2,51,0,0,20,3.49,4.12,1,14,Ad,A
54,69035,Beijing,HR,高中,7,7,42,4,2,60,4.81,3.19,5,17,Online,A
54,103337,Hangzhou,Product,硕士,5,3,46,6,2,100,3.35,3.14,3,15,Ad,A
25,61842,Shenzhen,Finance,本科,3,5,46,3,3,100,2.89,3.43,2,9,Referral,B
45,89070,Chengdu,Product,本科,13,9,46,10,5,0,2.91,3.52,6,12,Online,A
31,59056,Beijing,Sales,本科,4,10,46,6,2,0,3.13,3.39,5,21,Partner,A
37,79516,Shanghai,Support,硕士,5,7,50,6,1,80,2.93,4.83,3,18,Event,B
35,98180,Shanghai,Finance,博士,2,3,49,5,1,40,2.07,4.31,2,10,Ad,A
23,,Shenzhen,HR,硕士,10,5,51,0,3,20,3.31,4.29,0,15,Event,A
35,99096,Shanghai,Product,本科,11,2,45,5,4,100,2.02,4.2,7,8,Referral,A
51,126561,Shanghai,Tech,硕士,9,4,55,8,3,60,4.15,3.9,2,15,Referral,A
55,65564,Beijing,HR,高中,2,5,44,2,0,0,3.06,4.53,6,22,Event,C
57,80121,Chengdu,Product,本科,5,6,50,12,1,40,2.12,4.71,6,8,Event,B
38,84837,Shanghai,Sales,硕士,8,1,50,9,0,40,2.86,4.45,4,13,Online,B
24,56277,Beijing,HR,高中,11,5,44,5,0,100,4.16,3.1,2,19,Online,B
26,82179,Shenzhen,Finance,本科,11,4,43,6,0,20,2.92,5.0,4,9,Event,B
40,71497,Guangzhou,Product,本科,9,3,35,12,0,60,3.0,4.31,1,13,Ad,A
25,64181,Beijing,Sales,硕士,0,9,36,9,0,20,2.5,3.72,1,14,Online,A
54,73798,Shenzhen,Support,高中,9,10,42,4,1,100,4.74,4.96,3,18,Partner,A
29,66876,Shanghai,HR,硕士,2,8,43,1,2,40,3.32,2.94,2,6,Online,A
48,74555,Beijing,Finance,高中,8,6,30,6,1,60,2.23,,4,4,Referral,B
56,91530,Chengdu,Sales,本科,13,10,30,6,0,60,3.15,3.93,0,9,Online,A
53,89644,Shenzhen,Tech,本科,3,6,43,8,2,80,2.83,2.89,1,14,Ad,A
35,95485,Shenzhen,Product,本科,11,7,43,3,4,60,1.03,4.14,3,2,Partner,A
31,67203,Guangzhou,HR,硕士,6,5,51,10,1,0,2.96,4.01,4,8,Partner,B
45,96828,Shanghai,Sales,本科,11,3,51,3,2,0,4.29,3.08,1,20,Referral,A
54,84387,Shenzhen,Tech,高中,6,2,39,0,1,100,4.12,2.99,4,10,Ad,B
51,120238,Chengdu,Product,博士,16,10,48,0,2,20,3.3,3.38,2,15,Event,A
38,67553,Hangzhou,Sales,本科,0,5,54,1,2,60,3.92,4.09,3,16,Online,A
31,74441,Hangzhou,Tech,本科,7,1,42,7,4,80,1.76,2.59,2,16,Referral,C
33,62454,Hangzhou,Product,高中,5,6,49,0,1,40,3.9,4.43,5,18,Partner,A
44,71160,Beijing,HR,高中,12,6,46,4,0,20,3.9,3.65,2,6,Event,A
42,83365,Beijing,Finance,本科,7,10,38,6,0,0,3.14,3.64,0,3,Partner,A
45,90687,Beijing,Sales,硕士,5,1,55,7,3,100,3.79,3.23,1,6,Partner,B
44,,Beijing,Support,硕士,8,7,30,6,4,0,3.28,3.26,4,10,Partner,A
28,,Chengdu,Product,硕士,0,3,50,10,0,40,3.19,2.37,2,16,Referral,D
44,100683,Shanghai,Sales,硕士,8,10,45,1,2,20,3.21,3.3,0,12,Online,A
44,77076,Beijing,HR,本科,8,3,47,0,0,20,3.97,3.46,2,6,Event,A
57,77472,Chengdu,Sales,本科,5,7,38,2,4,60,3.41,3.25,1,6,Online,A
39,77943,Hangzhou,Tech,本科,0,8,51,3,4,20,2.68,2.76,5,5,Partner,B
54,102039,Hangzhou,Tech,硕士,3,5,36,9,2,0,2.89,2.65,2,15,Ad,B
48,56400,Guangzhou,Tech,高中,0,10,45,6,0,80,1.72,3.9,4,13,Online,B
40,,Shenzhen,HR,博士,14,4,46,0,2,20,1.92,3.2,1,11,Event,A
56,98383,Shenzhen,Finance,本科,13,4,59,7,4,80,3.01,2.9,0,14,Ad,A
57,79744,Beijing,HR,本科,2,8,48,78,2,40,2.65,5.0,2,17,Event,A
56,76951,Chengdu,Sales,本科,8,6,40,6,3,100,4.01,2.77,5,6,Partner,B
23,,Shanghai,Product,本科,13,7,49,1,0,0,2.14,3.44,2,16,Online,A
48,93820,Chengdu,Support,硕士,15,4,53,2,3,40,3.73,4.49,5,20,Event,A
41,67193,Chengdu,Tech,高中,7,5,49,10,3,0,3.05,3.71,1,2,Online,B
47,83287,Shanghai,Finance,硕士,5,3,39,3,0,20,3.51,2.42,3,18,Ad,C
58,117158,Shanghai,Tech,硕士,5,7,38,8,2,100,4.21,4.48,2,8,Online,A
50,125246,Shenzhen,Finance,博士,10,6,44,8,3,80,4.23,3.1,2,3,Event,A
46,98790,Shanghai,Sales,本科,12,6,46,7,1,80,3.49,4.28,1,11,Ad,A
47,105903,Beijing,Tech,硕士,9,4,56,10,1,0,1.97,3.84,3,19,Online,B
43,89930,Hangzhou,Sales,本科,13,5,57,0,0,0,4.21,3.3,2,24,Referral,A
40,73635,Shenzhen,Sales,本科,2,5,50,9,2,80,3.66,4.73,5,15,Online,A
26,49600,Chengdu,HR,高中,7,4,55,5,3,0,2.33,2.69,2,0,Ad,B
44,87493,Shenzhen,HR,本科,11,4,44,10,0,60,1.95,5.0,6,8,Referral,A
49,94116,Shenzhen,Support,硕士,9,4,36,1,0,60,3.06,3.73,1,25,Event,A
23,64685,Shanghai,Sales,本科,4,9,56,2,2,20,3.76,3.01,1,14,Partner,A
46,66040,Chengdu,Sales,高中,7,10,40,0,0,60,4.02,3.37,1,20,Ad,A
54,109431,Hangzhou,Finance,本科,19,4,38,1,1,60,2.32,2.97,5,3,Online,A
55,122368,Beijing,Finance,硕士,14,6,44,8,2,0,3.57,2.32,3,7,Ad,A
29,80597,Chengdu,Tech,本科,10,6,43,4,2,40,3.15,3.52,1,26,Event,A
31,64782,Hangzhou,Product,本科,4,4,60,8,3,20,3.66,,2,24,Referral,B
58,61234,Chengdu,HR,高中,5,11,53,10,3,100,3.46,3.15,3,10,Ad,A
27,60842,Guangzhou,Product,高中,5,8,42,6,4,60,3.2,4.41,6,4,Partner,A
47,90339,Chengdu,Product,本科,12,8,43,10,0,20,3.47,4.06,6,8,Referral,B
55,99269,Shanghai,Tech,本科,6,6,46,3,1,60,4.44,2.75,2,16,Ad,B
48,81404,Hangzhou,HR,硕士,6,3,41,7,1,40,4.06,,1,14,Event,B
29,74258,Shenzhen,Support,本科,8,7,42,4,2,60,3.96,5.0,4,11,Partner,A
57,89896,Shenzhen,Support,本科,6,5,47,7,2,0,3.37,3.79,2,11,Event,A
29,70367,Beijing,Finance,本科,5,,37,11,1,40,2.37,3.6,2,15,Ad,B
41,60907,Guangzhou,Finance,高中,7,6,45,1,3,40,3.61,2.92,5,12,Partner,A
45,58333,Guangzhou,Sales,本科,0,3,53,7,4,60,4.49,2.73,1,11,Online,B
30,62429,Chengdu,Finance,本科,7,10,45,9,2,20,3.74,3.23,4,12,Partner,A
21,54121,Shenzhen,Support,硕士,0,4,53,7,3,0,3.18,2.98,0,16,Online,B
30,64890,Shanghai,Tech,高中,5,3,55,9,0,20,2.71,3.34,1,18,Ad,C
26,62613,Chengdu,Support,博士,3,6,38,1,0,100,3.25,4.66,3,0,Referral,A
24,72734,Chengdu,Finance,本科,9,4,42,3,0,40,2.37,2.8,1,15,Event,B
24,64413,Beijing,Sales,本科,5,6,53,10,0,80,2.91,3.32,3,1,Referral,B
38,69255,Shenzhen,HR,本科,8,7,61,5,3,20,3.3,4.03,3,6,Partner,A
30,41849,Beijing,HR,高中,2,4,55,12,6,80,2.35,2.73,3,11,Online,B
39,75826,Shanghai,Support,硕士,7,1,65,0,1,100,4.35,3.8,3,16,Ad,B
28,64470,Chengdu,Support,本科,6,7,31,6,3,20,2.89,3.86,0,15,Ad,A
28,80158,Hangzhou,Tech,本科,5,3,53,0,0,80,5.0,,3,19,Online,A
21,84681,Beijing,Product,硕士,5,6,30,6,5,80,1.81,4.37,1,4,Referral,A
29,70095,Shenzhen,Finance,本科,7,8,49,4,0,20,2.92,4.01,6,19,Partner,A
44,70280,Chengdu,Support,硕士,5,6,45,3,2,80,3.04,3.12,4,17,Event,A
43,75139,Chengdu,HR,本科,11,5,55,9,4,60,3.49,2.91,2,22,Event,A
52,84960,Hangzhou,Tech,高中,5,4,30,4,2,60,3.52,3.74,6,9,Online,B
33,74528,Shanghai,Product,本科,2,6,49,1,0,80,4.03,3.7,1,6,Event,A
41,107920,Shanghai,Tech,硕士,6,5,54,11,2,80,3.41,3.96,1,14,Partner,A
49,71029,Chengdu,Support,硕士,5,2,59,0,1,60,3.54,2.79,2,10,Partner,B
53,75734,Beijing,Support,本科,1,8,55,5,2,0,3.29,4.7,2,11,Online,A
47,,Chengdu,HR,本科,1,8,46,7,1,40,2.86,4.74,2,11,Ad,A
36,88432,Shanghai,Support,博士,7,5,41,0,1,80,2.37,3.47,4,14,Partner,A
50,62263,Guangzhou,Sales,高中,5,5,44,3,1,40,2.5,3.99,2,9,Partner,B
26,74384,Shanghai,Tech,硕士,0,5,55,6,2,40,2.77,3.84,1,9,Referral,A
44,74598,Chengdu,Product,本科,7,2,55,0,3,80,3.68,3.93,5,19,Ad,A
49,92118,Beijing,Sales,本科,7,,50,11,5,20,2.6,3.38,3,21,Event,B
42,99937,Hangzhou,Finance,硕士,6,13,51,4,4,0,3.24,3.99,4,11,Partner,A
43,76265,Guangzhou,Finance,本科,10,6,47,10,1,40,5.0,3.21,4,15,Event,A
58,92265,Hangzhou,HR,硕士,2,4,33,6,2,0,2.39,4.82,5,3,Online,B
50,89598,Beijing,HR,本科,14,3,43,5,2,40,3.08,4.29,4,22,Partner,A
50,100789,Shanghai,Support,本科,12,6,45,10,2,60,3.73,4.81,3,21,Ad,A
29,90766,Shanghai,Finance,硕士,9,5,47,8,0,20,2.0,2.08,2,14,Ad,C
31,96491,Shenzhen,Tech,硕士,5,3,48,4,4,80,3.28,3.21,1,20,Referral,B
35,96402,Beijing,Tech,本科,9,4,40,6,3,20,5.0,3.45,3,16,Referral,A
40,76375,Shenzhen,Sales,本科,9,8,52,11,0,20,3.06,3.46,1,11,Referral,A
44,78543,Beijing,Sales,硕士,0,,55,5,2,80,3.51,2.9,4,21,Online,B
26,59986,Shanghai,Sales,高中,5,5,44,11,2,0,2.62,2.55,5,17,Partner,C
26,73368,Hangzhou,Finance,本科,8,5,43,7,2,40,3.79,3.05,1,10,Ad,A
56,80918,Guangzhou,Finance,高中,10,5,56,10,3,0,3.37,4.16,3,10,Event,A
36,57578,Beijing,Support,高中,1,6,55,5,2,0,3.99,2.03,3,18,Partner,A
25,58792,Hangzhou,HR,本科,5,7,51,3,3,20,3.79,4.11,4,0,Ad,A
28,88706,Hangzhou,Product,博士,6,6,46,6,3,60,1.61,3.62,0,8,Referral,A
31,87733,Shanghai,Sales,本科,10,6,52,4,1,80,3.76,3.74,4,7,Ad,A
55,90512,,Tech,本科,5,5,52,4,0,100,4.35,4.41,2,10,Referral,A
23,78789,Shenzhen,Finance,博士,2,9,46,4,3,40,5.0,4.22,2,22,Event,A
50,70909,Chengdu,Support,本科,6,4,50,8,4,20,3.66,2.39,5,17,Online,A
56,98880,Shenzhen,Tech,本科,4,1,56,12,5,60,3.87,2.61,2,16,Online,B
31,63953,Chengdu,Tech,硕士,1,5,50,10,0,80,2.43,4.14,1,6,Partner,B
49,81552,Chengdu,Finance,本科,7,4,60,5,4,20,4.79,5.0,3,15,Ad,A
27,101879,Shanghai,Tech,本科,9,5,56,7,3,0,4.84,2.31,2,17,Event,A
30,53189,Shenzhen,Support,高中,2,4,50,11,3,0,2.75,3.65,6,11,Partner,D
43,74181,Shenzhen,Sales,本科,1,4,36,10,1,80,2.95,4.0,3,20,Referral,B
44,58343,Shenzhen,Sales,本科,0,6,41,2,0,80,3.38,,2,20,Event,C
50,92462,Guangzhou,Sales,博士,6,3,60,9,4,0,2.98,3.23,1,22,Ad,A
25,91072,Shanghai,Tech,硕士,9,7,46,0,0,20,4.32,2.45,2,9,Event,A
31,73291,Shenzhen,Support,本科,8,6,48,15,0,60,2.75,2.97,0,17,Online,B
42,82170,Guangzhou,Finance,本科,9,11,50,1,3,0,3.29,3.68,7,12,Referral,A
21,58472,Hangzhou,Sales,本科,6,9,41,0,2,100,2.63,3.18,0,21,Partner,A
33,72370,Guangzhou,Sales,本科,4,6,45,6,0,60,2.63,3.91,3,13,Ad,A
44,106159,Shanghai,Sales,博士,9,2,42,11,1,80,5.0,3.67,3,15,Ad,B
43,85159,Guangzhou,Tech,硕士,11,1,51,7,1,60,3.19,2.21,3,8,Online,C
46,74008,Hangzhou,Finance,高中,5,7,41,12,3,60,2.03,3.71,3,18,Online,A
58,69400,Guangzhou,Sales,高中,6,7,48,9,0,60,2.15,3.97,3,18,Event,B
36,50290,Chengdu,Support,高中,9,3,55,9,0,40,4.59,3.05,1,2,Partner,B
48,71855,,Finance,本科,6,,58,0,1,40,2.66,4.56,4,8,Partner,B
34,56124,Chengdu,Finance,高中,7,4,47,4,0,0,2.96,3.51,2,21,Referral,B
54,91478,Chengdu,Product,本科,14,5,42,8,2,20,4.69,2.32,3,19,Online,A
58,82129,Hangzhou,HR,本科,6,8,51,3,1,40,3.91,4.74,6,16,Online,A
33,77856,Shenzhen,Tech,本科,8,2,54,8,1,0,2.02,2.49,4,26,Online,C
32,67198,Beijing,Product,本科,2,7,54,9,3,0,1.78,2.08,0,8,Event,C
39,,Chengdu,Product,硕士,9,3,41,1,0,80,2.6,3.43,1,12,Event,A
24,52313,Hangzhou,Support,本科,1,6,45,5,1,0,2.71,3.34,4,19,Partner,C
33,75233,Shenzhen,Product,本科,4,7,49,5,1,40,2.13,2.84,2,3,Partner,B
56,77484,Beijing,Product,本科,0,1,43,0,1,60,2.78,4.55,1,5,Referral,B
46,64425,Chengdu,HR,本科,5,10,51,6,2,60,3.15,3.06,5,8,Online,A
53,99866,Shenzhen,Tech,本科,3,9,45,2,7,100,3.09,3.53,0,12,Partner,A
49,77944,Chengdu,Product,本科,5,9,50,4,3,100,2.31,3.72,0,31,Partner,A
37,80744,,Product,本科,7,9,46,0,3,80,3.45,4.5,6,17,Referral,A
24,66704,Guangzhou,HR,本科,8,8,42,4,1,0,4.12,5.0,4,9,Partner,A
53,83398,Guangzhou,Support,本科,9,5,49,1,0,60,3.88,4.01,3,6,Online,A
56,102262,Shenzhen,Sales,博士,5,2,57,60,1,20,3.8,4.35,3,3,Ad,A
53,123237,Shanghai,Product,硕士,11,7,45,0,0,0,3.59,3.53,0,22,Online,A
49,92000,Beijing,Sales,本科,8,5,41,2,3,0,3.7,5.0,3,10,Ad,A
44,74912,Hangzhou,Finance,本科,4,5,48,2,2,60,3.5,2.9,4,6,Event,B
22,72018,,Product,本科,5,12,49,6,1,20,3.31,2.41,2,5,Partner,A
56,82264,Shenzhen,Sales,本科,2,10,44,2,2,20,3.86,3.0,3,14,Referral,A
33,92039,Chengdu,Tech,硕士,8,5,52,5,4,100,3.72,2.51,2,4,Partner,A
21,43515,Beijing,Product,高中,1,7,51,14,0,0,3.57,3.64,2,7,Event,B
37,79091,Shanghai,Sales,硕士,5,5,37,13,2,60,2.32,2.71,5,2,Ad,B
57,76764,Chengdu,Sales,本科,8,3,34,0,1,40,2.34,4.07,2,13,Partner,A
26,80748,Shanghai,Support,本科,12,4,48,4,1,60,4.28,3.81,2,27,Event,A
40,69871,Beijing,HR,本科,3,5,33,4,3,20,4.35,2.95,3,11,Referral,B
58,86988,Shenzhen,HR,本科,10,6,49,10,1,100,2.49,3.63,2,10,Partner,A
40,55495,Hangzhou,Finance,高中,1,6,43,5,1,40,2.4,2.87,2,12,Referral,C
49,81626,Shenzhen,Product,本科,2,5,43,9,3,0,2.49,4.24,3,11,Partner,A
22,61193,Beijing,Support,本科,5,8,56,2,5,80,3.2,3.82,4,18,Referral,A
42,58069,Shenzhen,HR,本科,1,1,44,3,2,20,2.69,2.77,0,17,Referral,C
49,85986,Beijing,Tech,本科,1,5,41,6,2,40,3.85,3.0,1,7,Partner,A
25,76978,Chengdu,Tech,硕士,8,2,40,12,3,40,2.46,2.92,1,13,Referral,B
22,56638,Chengdu,Finance,本科,4,3,45,4,3,20,5.0,4.09,4,14,Online,B
52,90100,,Product,本科,6,,51,3,0,0,2.56,4.61,4,29,Partner,A
44,72995,Hangzhou,Support,硕士,0,8,36,4,4,100,3.36,3.37,5,13,Online,A
36,81850,Shanghai,Support,本科,6,5,46,3,4,80,2.64,3.38,0,14,Ad,B
39,66543,Beijing,Product,本科,3,10,45,0,1,100,4.34,3.27,2,26,Event,A
30,65734,Chengdu,Finance,本科,8,3,59,9,3,40,3.91,3.49,0,17,Partner,A
42,96755,Shanghai,HR,硕士,12,4,41,0,2,100,2.85,3.58,0,23,Event,A
49,118559,Hangzhou,Tech,博士,8,5,39,5,3,40,4.07,3.41,4,11,Online,A
37,52482,Chengdu,Finance,高中,3,4,43,4,2,80,3.89,4.03,2,9,Online,B
55,72926,Hangzhou,Sales,本科,0,7,51,3,1,60,2.17,4.02,5,12,Online,C
24,62201,Guangzhou,Finance,本科,6,6,55,11,2,100,3.4,3.08,4,24,Event,B
45,79251,Shenzhen,Finance,本科,3,6,54,6,2,80,2.41,4.96,5,15,Partner,A
41,85899,Guangzhou,Sales,硕士,7,4,38,7,3,20,2.12,3.28,3,15,Referral,B
52,146295,Shanghai,Tech,博士,16,6,46,4,0,0,3.13,3.86,2,6,Ad,A
47,101775,Hangzhou,Product,硕士,8,7,50,4,0,20,2.35,4.06,4,16,Partner,A
33,77068,Beijing,Tech,高中,5,9,45,3,2,0,3.14,3.28,2,15,Ad,A
48,101083,Beijing,HR,硕士,14,6,39,11,1,80,3.39,3.83,2,19,Partner,A
50,95453,Shanghai,Finance,本科,9,1,39,4,2,60,4.41,5.0,2,21,Event,A
44,98244,Shanghai,Finance,博士,1,7,49,11,2,40,2.28,3.87,4,10,Online,B
29,80509,Beijing,HR,本科,15,6,46,0,0,60,3.76,3.84,4,6,Ad,A
54,76235,Shenzhen,HR,高中,6,6,49,7,3,40,3.67,4.07,5,19,Referral,A
48,79476,Hangzhou,Support,本科,8,7,53,6,3,80,3.53,3.51,5,19,Ad,A
21,65656,Chengdu,Finance,本科,6,2,42,0,6,80,4.07,4.99,2,15,Ad,A
55,94697,Shanghai,Support,硕士,6,4,30,5,1,0,4.48,3.48,1,16,Online,B
50,80288,Chengdu,HR,本科,14,6,57,2,1,80,3.14,4.04,1,5,Referral,A
43,73715,Hangzhou,Support,本科,1,5,38,6,3,60,3.48,4.03,4,8,Ad,A
44,74059,Beijing,HR,本科,8,8,47,11,0,20,2.52,3.27,2,17,Partner,B
43,84329,Hangzhou,Finance,本科,8,3,52,6,3,60,4.85,3.65,3,13,Event,A
38,61845,Shanghai,Product,高中,2,5,43,5,1,20,3.59,4.3,4,6,Event,B
29,54038,Chengdu,HR,本科,4,6,47,5,1,60,3.97,3.85,5,25,Referral,A
26,61691,Shenzhen,HR,硕士,3,4,36,5,5,0,3.12,4.57,3,11,Online,C
48,107019,Hangzhou,Finance,硕士,9,5,54,9,3,0,3.87,,4,11,Partner,A
30,48434,Guangzhou,Support,本科,3,1,57,0,0,80,1.57,4.41,2,24,Referral,C
41,60487,Chengdu,HR,本科,7,3,53,1,1,0,2.56,2.78,2,5,Event,C
58,78697,Chengdu,HR,硕士,7,4,52,3,0,0,3.5,3.45,3,10,Online,A
23,61359,Guangzhou,Support,本科,4,7,57,6,3,100,3.82,4.31,7,9,Referral,A
46,81551,Shenzhen,Support,硕士,3,6,53,10,2,40,5.0,2.77,3,11,Partner,B
42,91563,Chengdu,Finance,硕士,11,6,51,4,3,60,2.78,3.91,2,30,Event,A
34,68846,Guangzhou,Support,本科,9,3,53,10,0,40,2.4,3.2,1,11,Partner,B
53,78050,Hangzhou,Finance,高中,7,4,43,3,0,60,3.61,4.11,3,14,Online,B
34,55287,Shenzhen,Support,高中,1,4,38,3,6,40,2.15,3.52,3,0,Ad,B
39,65027,Hangzhou,Support,本科,6,3,35,7,1,100,3.56,3.84,5,20,Event,B
35,70175,Beijing,HR,本科,9,4,51,5,0,40,3.02,2.79,5,7,Referral,B
28,63888,Chengdu,HR,本科,13,7,46,11,0,60,4.9,4.02,5,14,Referral,A
44,89714,Shenzhen,Product,本科,7,4,45,3,0,0,2.41,4.65,5,12,Referral,B
34,53041,Shanghai,HR,本科,0,3,48,3,0,60,2.52,4.27,3,17,Online,C
47,99519,Shanghai,Tech,本科,4,3,41,1,1,80,2.29,3.52,2,12,Ad,B
33,70672,Hangzhou,HR,博士,2,7,50,4,0,0,4.06,3.2,2,20,Ad,B
44,77245,Beijing,HR,本科,6,5,49,0,2,20,5.0,3.14,1,12,Referral,A
48,85823,Chengdu,Product,本科,13,5,49,6,0,20,3.36,3.89,2,18,Ad,A
46,59001,Hangzhou,Finance,高中,0,3,47,5,1,20,2.86,3.11,5,10,Partner,C
55,72808,Shenzhen,Sales,高中,4,4,56,5,4,100,2.67,3.14,3,20,Event,B
42,89437,Shanghai,Finance,本科,7,8,46,13,3,80,1.97,2.55,1,12,Event,A
33,71162,Hangzhou,Product,高中,10,3,47,8,1,80,3.74,3.88,6,22,Partner,C
27,72122,Hangzhou,Finance,本科,6,5,40,8,4,80,3.05,2.79,3,13,Partner,B
24,62338,Guangzhou,Tech,本科,1,8,39,9,0,100,3.88,3.84,3,14,Referral,A
51,82706,Chengdu,Support,本科,14,4,44,2,2,40,3.64,2.81,2,24,Event,A
34,53044,Shenzhen,Support,高中,3,3,43,5,3,20,2.56,2.86,7,13,Partner,C
57,90552,Hangzhou,Finance,博士,2,5,54,8,2,20,3.26,3.04,4,4,Online,B
54,63657,Guangzhou,Finance,高中,8,3,50,8,2,0,3.13,3.96,1,17,Ad,B
54,81973,Shenzhen,HR,本科,12,5,46,4,2,100,2.27,2.99,4,8,Referral,B
57,105387,Guangzhou,Product,博士,6,7,48,11,2,0,3.86,2.73,2,31,Ad,A
26,70399,,Product,本科,6,10,52,2,1,20,3.91,4.81,0,10,Partner,A
26,63638,Guangzhou,Support,高中,9,5,38,0,2,40,2.89,2.98,2,17,Ad,A
24,61080,Guangzhou,Finance,本科,4,5,50,5,1,100,4.43,3.23,3,9,Event,B
44,90235,Shanghai,Finance,本科,3,4,56,10,2,0,1.72,3.89,4,13,Online,B
46,75031,Hangzhou,Tech,本科,0,5,54,1,0,20,2.11,4.27,1,25,Ad,A
47,66982,Shanghai,HR,本科,4,5,60,7,0,40,4.31,3.93,4,32,Partner,B
32,82144,Shenzhen,Tech,硕士,1,6,60,8,4,40,4.16,3.03,2,27,Referral,A
48,55539,Chengdu,HR,本科,2,1,48,2,2,80,3.64,4.85,3,11,Partner,C
48,89148,Hangzhou,HR,硕士,10,4,46,11,0,40,5.0,,0,10,Online,A
57,83035,Hangzhou,Finance,本科,3,6,49,9,3,40,3.27,4.11,2,10,Partner,A
48,64648,Chengdu,Sales,高中,5,7,52,4,4,60,5.0,4.69,5,19,Ad,A
51,93614,Beijing,HR,本科,11,3,52,4,5,40,3.16,3.97,2,0,Event,A
25,67057,Beijing,Product,本科,7,7,42,7,2,40,4.37,2.56,2,17,Referral,B
